Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Absolute Lateness
Job_006,5,359.74,1672.661402734518,M5,660.74,21.0,681.74,-990.92,990.92
Job_001,4,88.05,1697.6411427754908,M3,661.74,69.0,730.74,-966.9,966.9
Job_005,5,319.39,1884.7962878757717,M9,661.74,72.0,733.74,-1151.06,1151.06
Job_001,5,88.05,1697.6411427754908,M1,730.74,28.0,758.74,-938.9,938.9
Job_006,6,359.74,1672.661402734518,M9,733.74,32.0,765.74,-906.92,906.92
Job_005,6,319.39,1884.7962878757717,M0,745.74,47.0,792.74,-1092.06,1092.06
Job_001,6,88.05,1697.6411427754908,M6,758.74,46.0,804.74,-892.9,892.9
Job_007,2,515.63,2216.746913639195,M1,758.74,46.0,804.74,-1412.01,1412.01
Job_006,7,359.74,1672.661402734518,M8,765.74,89.0,854.74,-817.92,817.92
Job_002,1,152.78,1945.4226845028995,M0,792.74,85.0,877.74,-1067.68,1067.68
Job_001,7,88.05,1697.6411427754908,M5,804.74,46.0,850.74,-846.9,846.9
Job_005,7,319.39,1884.7962878757717,M6,804.74,65.0,869.74,-1015.06,1015.06
Job_009,0,781.95,2486.2229747034607,M1,804.74,85.0,889.74,-1596.48,1596.48
Job_007,3,515.63,2216.746913639195,M5,850.74,74.0,924.74,-1292.01,1292.01
Job_006,8,359.74,1672.661402734518,M7,854.74,30.0,884.74,-787.92,787.92
Job_005,8,319.39,1884.7962878757717,M4,869.74,6.0,875.74,-1009.06,1009.06
Job_002,2,152.78,1945.4226845028995,M3,877.74,39.0,916.74,-1028.68,1028.68
Job_003,2,207.97,2275.1899970940126,M0,877.74,71.0,948.74,-1326.45,1326.45
Job_001,8,88.05,1697.6411427754908,M7,884.74,72.0,956.74,-740.9,740.9
Job_002,3,152.78,1945.4226845028995,M2,916.74,74.0,990.74,-954.68,954.68
Job_007,4,515.63,2216.746913639195,M4,924.74,32.0,956.74,-1260.01,1260.01
Job_009,1,781.95,2486.2229747034607,M0,948.74,13.0,961.74,-1524.48,1524.48
Job_003,3,207.97,2275.1899970940126,M4,956.74,99.0,1055.74,-1219.45,1219.45
Job_007,5,515.63,2216.746913639195,M6,956.74,88.0,1044.74,-1172.01,1172.01
Job_002,4,152.78,1945.4226845028995,M8,990.74,90.0,1080.74,-864.68,864.68
Job_009,2,781.95,2486.2229747034607,M2,990.74,61.0,1051.74,-1434.48,1434.48
Job_010,0,891.94,2593.056913639195,M2,1051.74,31.0,1082.74,-1510.32,1510.32
Job_003,4,207.97,2275.1899970940126,M6,1055.74,9.0,1064.74,-1210.45,1210.45
Job_009,3,781.95,2486.2229747034607,M6,1064.74,7.0,1071.74,-1414.48,1414.48
Job_002,5,152.78,1945.4226845028995,M5,1080.74,10.0,1090.74,-854.68,854.68
Job_007,6,515.63,2216.746913639195,M8,1080.74,19.0,1099.74,-1117.01,1117.01
Job_010,1,891.94,2593.056913639195,M0,1082.74,86.0,1168.74,-1424.32,1424.32
Job_002,6,152.78,1945.4226845028995,M7,1090.74,12.0,1102.74,-842.68,842.68
Job_003,5,207.97,2275.1899970940126,M8,1099.74,52.0,1151.74,-1123.45,1123.45
Job_002,7,152.78,1945.4226845028995,M6,1102.74,89.0,1191.74,-753.68,753.68
Job_003,6,207.97,2275.1899970940126,M7,1151.74,85.0,1236.74,-1038.45,1038.45
Job_009,4,781.95,2486.2229747034607,M8,1151.74,64.0,1215.74,-1270.48,1270.48
Job_015,0,1197.28,2437.611998256408,M2,1197.28,14.0,1211.28,-1226.33,1226.33
Job_015,1,1197.28,2437.611998256408,M0,1211.28,6.0,1217.28,-1220.33,1220.33
Job_012,0,1003.56,2613.151142775491,M0,1217.28,43.0,1260.28,-1352.87,1352.87
Job_015,2,1197.28,2437.611998256408,M1,1217.28,22.0,1239.28,-1198.33,1198.33
Job_000,9,0.0,1246.644120384939,M9,1225.64,21.0,1246.64,0.0,0.0
Job_003,7,207.97,2275.1899970940126,M3,1236.74,98.0,1334.74,-940.45,940.45
Job_015,3,1197.28,2437.611998256408,M5,1239.28,61.0,1300.28,-1137.33,1137.33
Job_002,8,152.78,1945.4226845028995,M9,1246.64,45.0,1291.64,-653.78,653.78
Job_008,0,748.04,2632.2084553666036,M0,1260.28,76.0,1336.28,-1295.93,1295.93
Job_007,7,515.63,2216.746913639195,M9,1291.64,48.0,1339.64,-877.1,877.1
Job_015,4,1197.28,2437.611998256408,M3,1334.74,26.0,1360.74,-1076.87,1076.87
Job_008,1,748.04,2632.2084553666036,M1,1336.28,69.0,1405.28,-1226.93,1226.93
Job_017,0,1324.04,2570.684120384939,M0,1336.28,29.0,1365.28,-1205.4,1205.4
Job_007,8,515.63,2216.746913639195,M7,1339.64,36.0,1375.64,-841.1,841.1
Job_009,5,781.95,2486.2229747034607,M9,1339.64,76.0,1415.64,-1070.58,1070.58
Job_015,5,1197.28,2437.611998256408,M4,1360.74,69.0,1429.74,-1007.87,1007.87
Job_017,1,1324.04,2570.684120384939,M1,1405.28,78.0,1483.28,-1087.4,1087.4
Job_003,8,207.97,2275.1899970940126,M9,1415.64,22.0,1437.64,-837.55,837.55
Job_009,6,781.95,2486.2229747034607,M5,1415.64,47.0,1462.64,-1023.58,1023.58
Job_004,9,246.61,1486.9419982564077,M6,1433.94,53.0,1486.94,-0.0,0.0
Job_019,0,1440.0,2686.644120384939,M0,1440.0,29.0,1469.0,-1217.64,1217.64
Job_009,7,781.95,2486.2229747034607,M3,1462.64,52.0,1514.64,-971.58,971.58
Job_011,0,944.71,2828.8784553666037,M0,1469.0,76.0,1545.0,-1283.88,1283.88
Job_010,2,891.94,2593.056913639195,M1,1483.28,46.0,1529.28,-1063.78,1063.78
Job_017,2,1324.04,2570.684120384939,M2,1483.28,9.0,1492.28,-1078.4,1078.4
Job_012,1,1003.56,2613.151142775491,M2,1492.28,90.0,1582.28,-1030.87,1030.87
Job_017,3,1324.04,2570.684120384939,M3,1514.64,36.0,1550.64,-1020.04,1020.04
Job_010,3,891.94,2593.056913639195,M5,1529.28,74.0,1603.28,-989.78,989.78
Job_019,1,1440.0,2686.644120384939,M1,1529.28,78.0,1607.28,-1079.36,1079.36
Job_008,2,748.04,2632.2084553666036,M3,1550.64,76.0,1626.64,-1005.56,1005.56
Job_013,0,1185.73,2751.136287875772,M2,1582.28,84.0,1666.28,-1084.86,1084.86
Job_006,9,359.74,1672.661402734518,M4,1617.66,55.0,1672.66,0.0,0.0
Job_008,3,748.04,2632.2084553666036,M5,1626.64,51.0,1677.64,-954.56,954.56
Job_013,1,1185.73,2751.136287875772,M1,1666.28,2.0,1668.28,-1082.86,1082.86
Job_019,2,1440.0,2686.644120384939,M2,1666.28,9.0,1675.28,-1011.36,1011.36
Job_001,9,88.05,1697.6411427754908,M8,1667.64,30.0,1697.64,-0.0,0.0
Job_011,1,944.71,2828.8784553666037,M1,1668.28,69.0,1737.28,-1091.6,1091.6
Job_009,8,781.95,2486.2229747034607,M4,1672.66,90.0,1762.66,-723.56,723.56
Job_019,3,1440.0,2686.644120384939,M3,1675.28,36.0,1711.28,-975.36,975.36
Job_008,4,748.04,2632.2084553666036,M2,1677.64,85.0,1762.64,-869.56,869.56
Job_015,6,1197.28,2437.611998256408,M8,1697.64,21.0,1718.64,-718.97,718.97
Job_011,2,944.71,2828.8784553666037,M3,1737.28,76.0,1813.28,-1015.6,1015.6
Job_016,0,1198.72,2991.3626845028994,M1,1737.28,91.0,1828.28,-1163.08,1163.08
Job_017,4,1324.04,2570.684120384939,M4,1762.66,49.0,1811.66,-759.02,759.02
Job_017,5,1324.04,2570.684120384939,M5,1811.66,11.0,1822.66,-748.02,748.02
Job_011,3,944.71,2828.8784553666037,M5,1822.66,51.0,1873.66,-955.22,955.22
Job_017,6,1324.04,2570.684120384939,M6,1822.66,62.0,1884.66,-686.02,686.02
Job_016,1,1198.72,2991.3626845028994,M0,1828.28,85.0,1913.28,-1078.08,1078.08
Job_025,0,1799.74,3112.661402734518,M1,1828.28,46.0,1874.28,-1238.38,1238.38
Job_005,9,319.39,1884.7962878757717,M7,1859.8,25.0,1884.8,0.0,0.0
Job_011,4,944.71,2828.8784553666037,M2,1873.66,85.0,1958.66,-870.22,870.22
Job_013,2,1185.73,2751.136287875772,M5,1873.66,52.0,1925.66,-825.47,825.47
Job_014,0,1190.89,3258.109997094013,M1,1874.28,81.0,1955.28,-1302.83,1302.83
Job_015,7,1197.28,2437.611998256408,M7,1884.8,49.0,1933.8,-503.82,503.82
Job_002,9,152.78,1945.4226845028995,M4,1912.42,33.0,1945.42,0.0,0.0
Job_016,2,1198.72,2991.3626845028994,M3,1913.28,39.0,1952.28,-1039.08,1039.08
Job_025,1,1799.74,3112.661402734518,M0,1913.28,37.0,1950.28,-1162.38,1162.38
Job_015,8,1197.28,2437.611998256408,M9,1933.8,72.0,2005.8,-431.82,431.82
Job_017,7,1324.04,2570.684120384939,M7,1933.8,56.0,1989.8,-580.89,580.89
Job_010,4,891.94,2593.056913639195,M4,1945.42,32.0,1977.42,-615.63,615.63
Job_025,2,1799.74,3112.661402734518,M3,1952.28,61.0,2013.28,-1099.38,1099.38
Job_018,0,1429.61,3133.8829747034606,M1,1955.28,85.0,2040.28,-1093.6,1093.6
Job_023,0,1686.61,2926.9419982564077,M2,1958.66,14.0,1972.66,-954.28,954.28
Job_016,3,1198.72,2991.3626845028994,M2,1972.66,74.0,2046.66,-944.7,944.7
Job_023,1,1686.61,2926.9419982564077,M0,1972.66,6.0,1978.66,-948.28,948.28
Job_010,5,891.94,2593.056913639195,M6,1977.42,88.0,2065.42,-527.63,527.63
Job_012,2,1003.56,2613.151142775491,M4,1977.42,75.0,2052.42,-560.73,560.73
Job_017,8,1324.04,2570.684120384939,M8,1989.8,44.0,2033.8,-536.89,536.89
Job_018,1,1429.61,3133.8829747034606,M0,2040.28,13.0,2053.28,-1080.6,1080.6
Job_025,3,1799.74,3112.661402734518,M2,2046.66,13.0,2059.66,-1053.0,1053.0
Job_012,3,1003.56,2613.151142775491,M9,2052.42,11.0,2063.42,-549.73,549.73
Job_019,4,1440.0,2686.644120384939,M4,2052.42,49.0,2101.42,-585.22,585.22
Job_020,0,1528.05,3137.641142775491,M0,2053.28,43.0,2096.28,-1041.36,1041.36
Job_014,1,1190.89,3258.109997094013,M2,2059.66,95.0,2154.66,-1103.45,1103.45
Job_012,4,1003.56,2613.151142775491,M3,2063.42,69.0,2132.42,-480.73,480.73
Job_010,6,891.94,2593.056913639195,M8,2065.42,19.0,2084.42,-508.63,508.63
Job_010,7,891.94,2593.056913639195,M9,2084.42,48.0,2132.42,-460.63,460.63
Job_016,4,1198.72,2991.3626845028994,M8,2084.42,90.0,2174.42,-816.94,816.94
Job_008,5,748.04,2632.2084553666036,M9,2132.42,11.0,2143.42,-488.79,488.79
Job_010,8,891.94,2593.056913639195,M7,2132.42,36.0,2168.42,-424.63,424.63
Job_012,5,1003.56,2613.151142775491,M1,2132.42,28.0,2160.42,-452.73,452.73
Job_007,9,515.63,2216.746913639195,M3,2137.75,79.0,2216.75,-0.0,0.0
Job_008,6,748.04,2632.2084553666036,M6,2143.42,40.0,2183.42,-448.79,448.79
Job_011,5,944.71,2828.8784553666037,M9,2143.42,11.0,2154.42,-674.46,674.46
Job_014,2,1190.89,3258.109997094013,M0,2154.66,71.0,2225.66,-1032.45,1032.45
Job_018,2,1429.61,3133.8829747034606,M2,2154.66,61.0,2215.66,-918.22,918.22
Job_023,2,1686.61,2926.9419982564077,M1,2160.42,22.0,2182.42,-744.52,744.52
Job_016,5,1198.72,2991.3626845028994,M5,2174.42,10.0,2184.42,-806.94,806.94
Job_008,7,748.04,2632.2084553666036,M7,2183.42,89.0,2272.42,-359.79,359.79
Job_012,6,1003.56,2613.151142775491,M6,2183.42,46.0,2229.42,-383.73,383.73
Job_024,0,1759.39,3324.7962878757717,M2,2215.66,84.0,2299.66,-1025.13,1025.13
Job_013,3,1185.73,2751.136287875772,M3,2216.75,95.0,2311.75,-439.39,439.39
Job_011,6,944.71,2828.8784553666037,M6,2229.42,40.0,2269.42,-559.46,559.46
Job_003,9,207.97,2275.1899970940126,M5,2232.19,43.0,2275.19,-0.0,0.0
Job_008,8,748.04,2632.2084553666036,M4,2272.42,26.0,2298.42,-333.79,333.79
Job_011,7,944.71,2828.8784553666037,M7,2272.42,89.0,2361.42,-467.46,467.46
Job_019,5,1440.0,2686.644120384939,M5,2275.19,11.0,2286.19,-400.45,400.45
Job_012,7,1003.56,2613.151142775491,M5,2286.19,46.0,2332.19,-280.96,280.96
Job_019,6,1440.0,2686.644120384939,M6,2286.19,62.0,2348.19,-338.45,338.45
Job_020,1,1528.05,3137.641142775491,M2,2299.66,90.0,2389.66,-747.98,747.98
Job_024,1,1759.39,3324.7962878757717,M1,2299.66,2.0,2301.66,-1023.13,1023.13
Job_021,0,1592.78,3385.4226845028998,M1,2301.66,91.0,2392.66,-992.76,992.76
Job_013,4,1185.73,2751.136287875772,M8,2311.75,48.0,2359.75,-391.39,391.39
Job_023,3,1686.61,2926.9419982564077,M5,2332.19,61.0,2393.19,-533.75,533.75
Job_025,4,1799.74,3112.661402734518,M6,2348.19,32.0,2380.19,-732.47,732.47
Job_013,5,1185.73,2751.136287875772,M9,2359.75,72.0,2431.75,-319.39,319.39
Job_011,8,944.71,2828.8784553666037,M4,2361.42,26.0,2387.42,-441.46,441.46
Job_019,7,1440.0,2686.644120384939,M7,2361.42,56.0,2417.42,-269.22,269.22
Job_015,9,1197.28,2437.611998256408,M6,2384.61,53.0,2437.61,-0.0,0.0
Job_026,0,1955.63,3656.7469136391956,M2,2389.66,31.0,2420.66,-1236.09,1236.09
Job_022,0,1647.97,3715.189997094013,M1,2392.66,81.0,2473.66,-1241.53,1241.53
Job_023,4,1686.61,2926.9419982564077,M3,2393.19,26.0,2419.19,-507.75,507.75
Job_025,5,1799.74,3112.661402734518,M5,2393.19,21.0,2414.19,-698.47,698.47
Job_024,2,1759.39,3324.7962878757717,M5,2414.19,52.0,2466.19,-858.61,858.61
Job_019,8,1440.0,2686.644120384939,M8,2417.42,44.0,2461.42,-225.22,225.22
Job_023,5,1686.61,2926.9419982564077,M4,2419.19,69.0,2488.19,-438.75,438.75
Job_013,6,1185.73,2751.136287875772,M0,2431.75,47.0,2478.75,-272.39,272.39
Job_018,3,1429.61,3133.8829747034606,M6,2437.61,7.0,2444.61,-689.27,689.27
Job_009,9,781.95,2486.2229747034607,M7,2441.22,45.0,2486.22,-0.0,0.0
Job_018,4,1429.61,3133.8829747034606,M8,2461.42,64.0,2525.42,-608.46,608.46
Job_022,1,1647.97,3715.189997094013,M2,2473.66,95.0,2568.66,-1146.53,1146.53
Job_013,7,1185.73,2751.136287875772,M6,2478.75,65.0,2543.75,-207.39,207.39
Job_021,1,1592.78,3385.4226845028998,M0,2478.75,85.0,2563.75,-821.68,821.68
Job_012,8,1003.56,2613.151142775491,M7,2486.22,72.0,2558.22,-54.93,54.93
Job_020,2,1528.05,3137.641142775491,M4,2488.19,75.0,2563.19,-574.45,574.45
Job_010,9,891.94,2593.056913639195,M3,2514.06,79.0,2593.06,-0.0,0.0
Job_008,9,748.04,2632.2084553666036,M8,2525.42,74.0,2599.42,-32.79,32.79
Job_017,9,1324.04,2570.684120384939,M9,2549.68,21.0,2570.68,0.0,0.0
Job_013,8,1185.73,2751.136287875772,M4,2563.19,6.0,2569.19,-181.95,181.95
Job_026,1,1955.63,3656.7469136391956,M0,2563.75,86.0,2649.75,-1007.0,1007.0
Job_014,3,1190.89,3258.109997094013,M4,2569.19,99.0,2668.19,-589.92,589.92
Job_020,3,1528.05,3137.641142775491,M9,2570.68,11.0,2581.68,-555.96,555.96
Job_025,6,1799.74,3112.661402734518,M9,2581.68,32.0,2613.68,-498.98,498.98
Job_020,4,1528.05,3137.641142775491,M3,2593.06,69.0,2662.06,-475.58,475.58
Job_012,9,1003.56,2613.151142775491,M8,2599.42,30.0,2629.42,16.27,16.27
Job_023,6,1686.61,2926.9419982564077,M8,2629.42,21.0,2650.42,-276.52,276.52
Job_034,0,2637.28,3877.611998256408,M2,2637.28,14.0,2651.28,-1226.33,1226.33
Job_022,2,1647.97,3715.189997094013,M0,2649.75,71.0,2720.75,-994.44,994.44
Job_023,7,1686.61,2926.9419982564077,M7,2650.42,49.0,2699.42,-227.52,227.52
Job_029,0,2331.94,4033.056913639195,M2,2651.28,31.0,2682.28,-1350.78,1350.78
Job_020,5,1528.05,3137.641142775491,M1,2662.06,28.0,2690.06,-447.58,447.58
Job_024,3,1759.39,3324.7962878757717,M3,2662.06,95.0,2757.06,-567.74,567.74
Job_025,7,1799.74,3112.661402734518,M8,2662.14,89.0,2751.14,-361.53,361.53
Job_019,9,1440.0,2686.644120384939,M9,2665.64,21.0,2686.64,0.0,0.0
Job_018,5,1429.61,3133.8829747034606,M9,2686.64,76.0,2762.64,-371.24,371.24
Job_026,2,1955.63,3656.7469136391956,M1,2690.06,46.0,2736.06,-920.69,920.69
Job_016,6,1198.72,2991.3626845028994,M7,2699.42,12.0,2711.42,-279.94,279.94
Job_016,7,1198.72,2991.3626845028994,M6,2711.42,89.0,2800.42,-190.94,190.94
Job_034,1,2637.28,3877.611998256408,M0,2720.75,6.0,2726.75,-1150.87,1150.87
Job_013,9,1185.73,2751.136287875772,M7,2726.14,25.0,2751.14,0.0,0.0
Job_028,0,2221.95,3926.2229747034607,M1,2736.06,85.0,2821.06,-1105.17,1105.17
Job_025,8,1799.74,3112.661402734518,M7,2751.14,30.0,2781.14,-331.53,331.53
Job_011,9,944.71,2828.8784553666037,M8,2754.88,74.0,2828.88,0.0,0.0
Job_021,2,1592.78,3385.4226845028998,M3,2757.06,39.0,2796.06,-589.37,589.37
Job_018,6,1429.61,3133.8829747034606,M5,2762.64,47.0,2809.64,-324.24,324.24
Job_023,8,1686.61,2926.9419982564077,M9,2762.64,72.0,2834.64,-92.3,92.3
Job_021,3,1592.78,3385.4226845028998,M2,2796.06,74.0,2870.06,-515.37,515.37
Job_020,6,1528.05,3137.641142775491,M6,2800.42,46.0,2846.42,-291.22,291.22
Job_018,7,1429.61,3133.8829747034606,M3,2809.64,52.0,2861.64,-272.24,272.24
Job_028,1,2221.95,3926.2229747034607,M0,2821.06,13.0,2834.06,-1092.17,1092.17
Job_034,2,2637.28,3877.611998256408,M1,2821.06,22.0,2843.06,-1034.56,1034.56
Job_024,4,1759.39,3324.7962878757717,M8,2828.88,48.0,2876.88,-447.92,447.92
Job_036,0,2764.04,4010.684120384939,M0,2834.06,29.0,2863.06,-1147.63,1147.63
Job_020,7,1528.05,3137.641142775491,M5,2846.42,46.0,2892.42,-245.22,245.22
Job_018,8,1429.61,3133.8829747034606,M4,2861.64,90.0,2951.64,-182.24,182.24
Job_029,1,2331.94,4033.056913639195,M0,2863.06,86.0,2949.06,-1084.0,1084.0
Job_036,1,2764.04,4010.684120384939,M1,2863.06,78.0,2941.06,-1069.63,1069.63
Job_014,4,1190.89,3258.109997094013,M6,2864.94,9.0,2873.94,-384.17,384.17
Job_028,2,2221.95,3926.2229747034607,M2,2870.06,61.0,2931.06,-995.17,995.17
Job_023,9,1686.61,2926.9419982564077,M6,2873.94,53.0,2926.94,-0.0,0.0
Job_016,8,1198.72,2991.3626845028994,M9,2875.06,45.0,2920.06,-71.31,71.31
Job_014,5,1190.89,3258.109997094013,M8,2876.88,52.0,2928.88,-329.23,329.23
Job_020,8,1528.05,3137.641142775491,M7,2892.42,72.0,2964.42,-173.22,173.22
Job_026,3,1955.63,3656.7469136391956,M5,2892.42,74.0,2966.42,-690.32,690.32
Job_024,5,1759.39,3324.7962878757717,M9,2920.06,72.0,2992.06,-332.74,332.74
Job_021,4,1592.78,3385.4226845028998,M8,2928.88,90.0,3018.88,-366.54,366.54
Job_036,2,2764.04,4010.684120384939,M2,2941.06,9.0,2950.06,-1060.63,1060.63
Job_029,2,2331.94,4033.056913639195,M1,2949.06,46.0,2995.06,-1038.0,1038.0
Job_031,0,2443.56,4053.151142775491,M0,2949.06,43.0,2992.06,-1061.09,1061.09
Job_016,9,1198.72,2991.3626845028994,M4,2958.36,33.0,2991.36,0.0,0.0
Job_014,6,1190.89,3258.109997094013,M7,2964.42,85.0,3049.42,-208.69,208.69
Job_034,3,2637.28,3877.611998256408,M5,2966.42,61.0,3027.42,-850.19,850.19
Job_026,4,1955.63,3656.7469136391956,M4,2991.36,32.0,3023.36,-633.38,633.38
Job_024,6,1759.39,3324.7962878757717,M0,2992.06,47.0,3039.06,-285.74,285.74
Job_031,1,2443.56,4053.151142775491,M2,2992.06,90.0,3082.06,-971.09,971.09
Job_026,5,1955.63,3656.7469136391956,M6,3023.36,88.0,3111.36,-545.38,545.38
Job_021,5,1592.78,3385.4226845028998,M5,3027.42,10.0,3037.42,-348.0,348.0
Job_030,0,2384.71,4268.878455366604,M0,3039.06,76.0,3115.06,-1153.82,1153.82
Job_014,7,1190.89,3258.109997094013,M3,3049.42,98.0,3147.42,-110.69,110.69
Job_025,9,1799.74,3112.661402734518,M4,3057.66,55.0,3112.66,0.0,0.0
Job_032,0,2625.73,4191.136287875772,M2,3082.06,84.0,3166.06,-1025.08,1025.08
Job_018,9,1429.61,3133.8829747034606,M7,3088.88,45.0,3133.88,-0.0,0.0
Job_020,9,1528.05,3137.641142775491,M8,3107.64,30.0,3137.64,-0.0,0.0
Job_028,3,2221.95,3926.2229747034607,M6,3111.36,7.0,3118.36,-807.86,807.86
Job_022,3,1647.97,3715.189997094013,M4,3112.66,99.0,3211.66,-503.53,503.53
Job_027,0,2188.04,4072.2084553666036,M0,3115.06,76.0,3191.06,-881.15,881.15
Job_024,7,1759.39,3324.7962878757717,M6,3118.36,65.0,3183.36,-141.43,141.43
Job_030,1,2384.71,4268.878455366604,M1,3122.06,69.0,3191.06,-1077.82,1077.82
Job_021,6,1592.78,3385.4226845028998,M7,3133.88,12.0,3145.88,-239.54,239.54
Job_028,4,2221.95,3926.2229747034607,M8,3137.64,64.0,3201.64,-724.58,724.58
Job_014,8,1190.89,3258.109997094013,M9,3147.42,22.0,3169.42,-88.69,88.69
Job_036,3,2764.04,4010.684120384939,M3,3147.42,36.0,3183.42,-827.26,827.26
Job_021,7,1592.78,3385.4226845028998,M6,3183.36,89.0,3272.36,-113.06,113.06
Job_034,4,2637.28,3877.611998256408,M3,3183.42,26.0,3209.42,-668.19,668.19
Job_027,1,2188.04,4072.2084553666036,M1,3191.06,69.0,3260.06,-812.15,812.15
Job_026,6,1955.63,3656.7469136391956,M8,3201.64,19.0,3220.64,-436.11,436.11
Job_028,5,2221.95,3926.2229747034607,M9,3201.64,76.0,3277.64,-648.58,648.58
Job_024,8,1759.39,3324.7962878757717,M4,3211.66,6.0,3217.66,-107.13,107.13
Job_014,9,1190.89,3258.109997094013,M5,3215.11,43.0,3258.11,-0.0,0.0
Job_031,2,2443.56,4053.151142775491,M4,3217.66,75.0,3292.66,-760.49,760.49
Job_030,2,2384.71,4268.878455366604,M3,3257.64,76.0,3333.64,-935.24,935.24
Job_022,4,1647.97,3715.189997094013,M6,3272.36,9.0,3281.36,-433.83,433.83
Job_021,8,1592.78,3385.4226845028998,M9,3277.64,45.0,3322.64,-62.78,62.78
Job_028,6,2221.95,3926.2229747034607,M5,3277.64,47.0,3324.64,-601.58,601.58
Job_022,5,1647.97,3715.189997094013,M8,3281.36,52.0,3333.36,-381.83,381.83
Job_024,9,1759.39,3324.7962878757717,M7,3299.8,25.0,3324.8,0.0,0.0
Job_031,3,2443.56,4053.151142775491,M9,3322.64,11.0,3333.64,-719.51,719.51
Job_029,3,2331.94,4033.056913639195,M5,3324.64,74.0,3398.64,-634.42,634.42
Job_022,6,1647.97,3715.189997094013,M7,3333.36,85.0,3418.36,-296.83,296.83
Job_026,7,1955.63,3656.7469136391956,M9,3333.64,48.0,3381.64,-275.11,275.11
Job_031,4,2443.56,4053.151142775491,M3,3333.64,69.0,3402.64,-650.51,650.51
Job_021,9,1592.78,3385.4226845028998,M4,3352.42,33.0,3385.42,0.0,0.0
Job_034,5,2637.28,3877.611998256408,M4,3385.42,69.0,3454.42,-423.19,423.19
Job_027,2,2188.04,4072.2084553666036,M3,3402.64,76.0,3478.64,-593.57,593.57
Job_031,5,2443.56,4053.151142775491,M1,3402.64,28.0,3430.64,-622.51,622.51
