Job,Operation,Arrival,Machine,Start,Simulated Processing Time,Flow time,End
Job_009,0,781.95,M1,938.77,171.99,328.80999999999995,1110.76
Job_009,1,781.95,M0,1181.09,28.61,427.75,1209.7
Job_009,2,781.95,M2,1211.28,70.06,499.3899999999999,1281.34
Job_010,0,891.94,M2,977.74,48.95,134.75,1026.69
Job_010,1,891.94,M0,1081.13,99.96,289.14999999999986,1181.09
Job_010,2,891.94,M1,1239.28,60.38,407.72,1299.66
Job_010,3,891.94,M5,1300.28,70.82,479.15999999999985,1371.1
Job_010,4,891.94,M4,1431.52,19.31,558.8899999999999,1450.83
Job_012,0,1003.56,M0,1217.28,63.56,277.28,1280.84
Job_012,1,1003.56,M2,1281.34,72.91,350.69000000000005,1354.25
Job_015,0,1197.28,M2,1197.28,9.66,9.660000000000082,1206.94
Job_015,1,1197.28,M0,1211.28,4.63,18.63000000000011,1215.91
Job_015,2,1197.28,M1,1217.28,18.2,38.200000000000045,1235.48
Job_015,3,1197.28,M5,1239.28,44.73,86.73000000000002,1284.01
Job_015,4,1197.28,M3,1300.28,25.76,128.76,1326.04
Job_015,5,1197.28,M4,1326.28,90.51,219.51,1416.79
Job_015,6,1197.28,M8,1416.79,12.3,231.80999999999995,1429.09
Job_017,0,1324.04,M0,1324.04,33.04,33.039999999999964,1357.08
Job_017,1,1324.04,M1,1357.08,53.25,86.28999999999996,1410.33
Job_017,2,1324.04,M2,1431.04,12.0,119.0,1443.04
Job_019,0,1440.0,M0,1440.0,40.01,40.00999999999999,1480.01
