Job,Operation,Arrival,Machine,Start,Simulated Processing Time,Flow time,End
Job_009,0,740.79,M1,740.79,171.99,171.99,912.78
Job_009,1,740.79,M0,1046.11,8.27,313.59000000000015,1054.38
Job_009,2,740.79,M2,1054.38,134.26,447.85000000000014,1188.64
Job_009,3,740.79,M6,1338.26,5.4,602.8700000000001,1343.66
Job_009,4,740.79,M8,1355.36,54.86,669.4300000000001,1410.22
Job_009,5,740.79,M9,1410.22,75.89,745.3199999999999,1486.11
Job_010,0,845.0,M2,1001.81,48.95,205.76,1050.76
Job_010,1,845.0,M0,1294.36,139.93,589.29,1434.29
Job_010,2,845.0,M1,1434.29,56.17,645.46,1490.46
Job_012,0,950.74,M0,1154.27,63.56,267.0899999999999,1217.83
Job_012,1,950.74,M2,1217.83,74.45,341.53999999999996,1292.28
Job_012,2,950.74,M4,1402.82,74.31,526.3900000000001,1477.13
Job_013,0,1123.32,M2,1373.03,57.94,307.6500000000001,1430.97
Job_015,0,1134.27,M2,1188.64,15.95,70.31999999999994,1204.59
Job_015,1,1134.27,M0,1217.83,6.89,90.45000000000005,1224.72
Job_015,2,1134.27,M1,1224.72,16.13,106.57999999999993,1240.85
Job_015,3,1134.27,M5,1240.85,101.04,207.62000000000012,1341.89
Job_015,4,1134.27,M3,1341.89,19.3,226.92000000000007,1361.19
Job_015,5,1134.27,M4,1361.19,41.63,268.54999999999995,1402.82
Job_015,6,1134.27,M8,1410.22,20.64,296.5899999999999,1430.86
Job_017,0,1254.35,M0,1254.35,40.01,40.00999999999999,1294.36
Job_017,1,1254.35,M1,1294.36,74.65,114.66000000000008,1369.01
Job_017,2,1254.35,M2,1369.01,4.02,118.68000000000006,1373.03
