Job,Operation,Arrival,Machine,Start,Simulated Processing Time,Flow time,End
Job_008,4,708,M2,2380.71,71.06,1743.77,2451.77
Job_008,5,708,M9,2451.77,10.84,1754.6100000000001,2462.61
Job_008,6,708,M6,2484.8,60.99,1837.79,2545.79
Job_008,7,708,M7,2605.31,79.95,1977.2600000000002,2685.26
Job_008,8,708,M4,2685.26,16.61,1993.87,2701.87
Job_009,0,740,M1,1908.1,155.51,1323.6100000000001,2063.61
Job_009,1,740,M0,2171.45,11.05,1442.5,2182.5
Job_009,2,740,M2,2182.5,58.74,1501.2399999999998,2241.24
Job_009,3,740,M6,2285.59,5.42,1551.0100000000002,2291.01
Job_009,4,740,M8,2414.89,63.92,1738.81,2478.81
Job_009,5,740,M9,2478.81,66.21,1805.02,2545.02
Job_009,6,740,M5,2600.52,66.82,1927.3400000000001,2667.34
Job_009,7,740,M3,2810.71,51.42,2122.13,2862.13
Job_009,8,740,M4,2862.13,115.69,2237.82,2977.82
Job_010,0,845,M2,1714.37,45.85,915.22,1760.22
Job_010,1,845,M0,1929.55,82.7,1167.25,2012.25
Job_010,2,845,M1,2276.26,69.82,1501.08,2346.08
Job_010,3,845,M5,2388.79,58.6,1602.3899999999999,2447.39
Job_010,4,845,M4,2465.09,19.34,1639.4299999999998,2484.43
Job_010,5,845,M6,2545.79,97.54,1798.33,2643.33
Job_010,6,845,M8,2643.33,18.91,1817.2399999999998,2662.24
Job_010,7,845,M9,2701.29,29.21,1885.5,2730.5
Job_010,8,845,M7,2730.5,26.61,1912.1100000000001,2757.11
Job_011,0,894,M0,2065.21,106.24,1277.4499999999998,2171.45
Job_011,1,894,M1,2348.61,58.89,1513.5,2407.5
Job_011,2,894,M3,2407.5,52.2,1565.6999999999998,2459.7
Job_011,3,894,M5,2547.75,52.77,1706.52,2600.52
Job_011,4,894,M2,2682.65,101.52,1890.17,2784.17
Job_011,5,894,M9,2784.17,16.17,1906.3400000000001,2800.34
Job_011,6,894,M6,2800.34,26.35,1932.69,2826.69
Job_012,0,950,M0,1689.1,31.27,770.3699999999999,1720.37
Job_012,1,950,M2,1760.22,66.97,877.19,1827.19
Job_012,2,950,M4,1864.41,64.11,978.52,1928.52
Job_012,3,950,M9,1970.62,16.91,1037.53,1987.53
Job_012,4,950,M3,1987.53,54.28,1091.81,2041.81
Job_012,5,950,M1,2500.74,22.42,1573.1599999999999,2523.16
Job_012,6,950,M6,2643.33,35.05,1728.38,2678.38
Job_012,7,950,M5,2678.38,76.16,1804.54,2754.54
Job_012,8,950,M7,2818.71,94.13,1962.8400000000001,2912.84
Job_013,0,1123,M2,1941.79,93.94,912.73,2035.73
Job_013,1,1123,M1,2346.08,2.53,1225.6100000000001,2348.61
Job_013,2,1123,M5,2447.39,87.42,1411.81,2534.81
Job_013,3,1123,M3,2649.83,120.97,1647.8000000000002,2770.8
Job_013,4,1123,M8,2873.59,23.97,1774.56,2897.56
Job_014,0,1128,M1,2586.8,106.72,1565.52,2693.52
Job_014,1,1128,M2,2784.17,92.79,1748.96,2876.96
Job_014,2,1128,M0,2876.96,72.78,1821.7399999999998,2949.74
Job_015,0,1134,M2,1546.43,16.8,429.23,1563.23
Job_015,1,1134,M0,2060.41,4.8,931.21,2065.21
Job_015,2,1134,M1,2252.73,23.53,1142.2600000000002,2276.26
Job_015,3,1134,M5,2276.26,72.21,1214.4699999999998,2348.47
Job_015,4,1134,M3,2348.47,16.31,1230.7800000000002,2364.78
Job_015,5,1134,M4,2392.36,72.73,1331.0900000000001,2465.09
Job_015,6,1134,M8,2478.81,31.91,1376.7199999999998,2510.72
Job_015,7,1134,M7,2545.43,59.88,1471.31,2605.31
Job_015,8,1134,M9,2605.31,76.01,1547.3200000000002,2681.32
Job_016,0,1135,M1,2407.5,93.24,1365.7399999999998,2500.74
Job_016,1,1135,M0,2500.74,77.82,1443.56,2578.56
Job_016,2,1135,M3,2770.8,39.91,1675.71,2810.71
Job_016,3,1135,M2,2876.96,67.74,1809.6999999999998,2944.7
Job_017,0,1254,M0,1594.0,25.11,365.1099999999999,1619.11
Job_017,1,1254,M1,2187.15,65.58,998.73,2252.73
Job_017,2,1254,M2,2252.73,7.89,1006.6199999999999,2260.62
Job_017,3,1254,M3,2283.05,23.34,1052.3899999999999,2306.39
Job_017,4,1254,M4,2355.0,37.36,1138.3600000000001,2392.36
Job_017,5,1254,M5,2534.81,12.94,1293.75,2547.75
Job_017,6,1254,M6,2678.38,62.99,1487.37,2741.37
Job_017,7,1254,M7,2757.11,61.6,1564.71,2818.71
Job_018,0,1354,M1,2523.16,63.64,1232.8000000000002,2586.8
Job_018,1,1354,M0,2586.8,8.89,1241.69,2595.69
Job_018,2,1354,M2,2595.69,86.96,1328.65,2682.65
Job_018,3,1354,M6,2741.37,8.96,1396.33,2750.33
Job_018,4,1354,M8,2750.33,123.26,1519.5900000000001,2873.59
Job_018,5,1354,M9,2873.59,86.71,1606.3000000000002,2960.3
